"","Series.Name","Series.Code","Country.Name","Country.Code","YR1992","YR1993","YR1994","YR1995","YR1996","YR1997","YR1998","YR1999","YR2000","YR2001","YR2002","YR2003","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016"
"1480","Population, total","SP.POP.TOTL","South Africa","ZAF",39360225,40300161,41218901,42088165,42898520,43657024,44372112,45058775,45728315,46385006,47026173,47648727,48247395,48820586,49364582,49887181,50412129,50970818,51584663,52263516,52998213,53767396,54539571,55291225,56015473
"1481","Population, total","SP.POP.TOTL","South Sudan","SSD",5599814,5490915,5431738,5459519,5591114,5814006,6099923,6405864,6700656,6974442,7237276,7501642,7787655,8108877,8468152,8856800,9263136,9670667,10067192,10448857,10818258,11177490,11530971,11882136,12230730
"1482","Population, total","SP.POP.TOTL","Spain","ESP",39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062
"1483","Population, total","SP.POP.TOTL","Sri Lanka","LKA",17740637,17928576,18098348,18247121,18372120,18476505,18570701,18669103,18781938,18913054,19059300,19215307,19372538,19524558,19670151,19810789,19945832,20075086,20198353,20315017,20425000,20585000,20771000,20966000,21203000
"1484","Population, total","SP.POP.TOTL","St. Kitts and Nevis","KNA",41361,41846,42373,42891,43373,43846,44317,44824,45374,45990,46641,47306,47971,48611,49210,49783,50332,50886,51445,52006,52591,53169,53739,54288,54821
"1485","Population, total","SP.POP.TOTL","St. Lucia","LCA",141925,143565,145247,147044,149004,151086,153183,155172,156949,158464,159763,160973,162251,163714,165407,167288,169220,171022,172580,173832,174835,175660,176421,177206,178015
"1486","Population, total","SP.POP.TOTL","St. Martin (French part)","MAF",32892,33238,33098,32712,32102,31304,30358,29305,28384,27782,27450,27363,27514,27906,28414,28905,29376,29820,30235,30615,30959,31264,31530,31754,31949
"1487","Population, total","SP.POP.TOTL","St. Vincent and the Grenadines","VCT",108003,108092,108129,108122,108075,108004,107922,107880,107898,107988,108146,108350,108559,108744,108907,109047,109165,109253,109315,109341,109328,109320,109357,109455,109643
"1488","Population, total","SP.POP.TOTL","Sudan","SDN",21701476,22535937,23347885,24102986,24786190,25410451,26003542,26607042,27250535,27945005,28679565,29435944,30186341,30911914,31607064,32282526,32955496,33650619,34385963,35167314,35990192,36849918,37737913,38647803,39578828
"1489","Population, total","SP.POP.TOTL","Suriname","SUR",422763,430039,437037,443724,450036,455954,461560,467003,472390,477740,483044,488332,493630,498946,504307,509705,515148,520619,526103,531589,537077,542540,547928,553208,558368
"1490","Population, total","SP.POP.TOTL","Sweden","SWE",8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085
"1491","Population, total","SP.POP.TOTL","Switzerland","CHE",6875364,6938265,6993795,7040687,7071850,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338
"1492","Population, total","SP.POP.TOTL","Syrian Arab Republic","SYR",13187085,13564167,13949697,14345492,14755286,15177456,15602210,16016092,16410848,16766899,17087901,17415266,17806638,18294611,18914977,19632806,20325443,20824893,21018834,20863993,20420701,19809141,19203090,18734987,18430453
"1493","Population, total","SP.POP.TOTL","Tajikistan","TJK",5502976,5594114,5679832,5764712,5849540,5934282,6021691,6114886,6216205,6327125,6447688,6576877,6712841,6854176,7000557,7152385,7309728,7472819,7641630,7815949,7995062,8177809,8362745,8548651,8734951
"1494","Population, total","SP.POP.TOTL","Tanzania","TZA",27219619,28149328,29070615,29960776,30811854,31635251,32451713,33291540,34178042,35117019,36105808,37149072,38249984,39410545,40634948,41923715,43270144,44664231,46098591,47570902,49082997,50636595,52234869,53879957,55572201
"1495","Population, total","SP.POP.TOTL","Thailand","THA",57837878,58364891,58901666,59491790,60151472,60863506,61597283,62306651,62958021,63543322,64073164,64554952,65002231,65425470,65824164,66195615,66545760,66881867,67208808,67530130,67843979,68143065,68416772,68657600,68863514
"1496","Population, total","SP.POP.TOTL","Timor-Leste","TLS",805435,833611,856684,871447,875916,871994,865194,863269,871607,892531,923825,960852,996698,1026484,1048621,1064973,1078110,1092021,1109591,1131523,1156760,1184366,1212814,1240977,1268671
"1497","Population, total","SP.POP.TOTL","Togo","TGO",3973327,4064926,4163642,4274024,4398238,4534551,4679023,4825704,4970367,5111770,5251472,5391401,5534598,5683268,5837792,5997385,6161796,6330472,6502952,6679282,6859482,7042948,7228915,7416802,7606374
"1498","Population, total","SP.POP.TOTL","Tonga","TON",95496,95644,95833,96076,96369,96725,97135,97591,98082,98611,99184,99789,100406,101041,101689,102357,103005,103604,104137,104577,104951,105328,105782,106364,107122
"1499","Population, total","SP.POP.TOTL","Trinidad and Tobago","TTO",1237487,1244407,1250318,1255001,1258364,1260678,1262542,1264775,1267984,1272380,1277837,1284052,1290535,1296934,1303144,1309260,1315372,1321618,1328100,1334788,1341588,1348248,1354493,1360092,1364962
"1500","Population, total","SP.POP.TOTL","Tunisia","TUN",8603225,8784888,8956596,9113975,9256037,9384152,9499395,9603742,9699197,9785701,9864326,9939678,10017601,10102482,10196136,10298087,10407336,10521834,10639931,10761467,10886668,11014558,11143908,11273661,11403248
"1501","Population, total","SP.POP.TOTL","Turkey","TUR",55748875,56653729,57564132,58486381,59423208,60372499,61329590,62287326,63240121,64191474,65143054,66085803,67007855,67903406,68763405,69597281,70440032,71339185,72326914,73409455,74569867,75787333,77030628,78271472,79512426
"1502","Population, total","SP.POP.TOTL","Turkmenistan","TKM",3899843,4010789,4115099,4207840,4287344,4355114,4413477,4466132,4516131,4564080,4610002,4655741,4703398,4754641,4810105,4870137,4935762,5007950,5087210,5174061,5267839,5366277,5466241,5565284,5662544
"1503","Population, total","SP.POP.TOTL","Turks and Caicos Islands","TCA",12968,13789,14597,15332,15966,16528,17115,17864,18873,20185,21742,23410,25028,26448,27642,28640,29481,30245,30994,31731,32431,33108,33739,34339,34900
"1504","Population, total","SP.POP.TOTL","Tuvalu","TUV",9109,9156,9190,9230,9256,9277,9306,9345,9420,9512,9635,9767,9894,10027,10137,10243,10340,10441,10531,10628,10725,10819,10908,11001,11097
"1505","Population, total","SP.POP.TOTL","Uganda","UGA",18652889,19275422,19907634,20550291,21202118,21865931,22551789,23272995,24039274,24854892,25718048,26624820,27568436,28543940,29550662,30590487,31663896,32771895,33915133,35093648,36306796,37553726,38833338,40144870,41487965
"1506","Population, total","SP.POP.TOTL","Ukraine","UKR",52150266,52179210,51921041,51512299,51057189,50594105,50143939,49673350,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45271947,45154029,45004645
"1507","Population, total","SP.POP.TOTL","United Arab Emirates","ARE",2086639,2207405,2328686,2448820,2571020,2700010,2838145,2988162,3154925,3326032,3507232,3741932,4087931,4579562,5242032,6044067,6894278,7666393,8270684,8672475,8900453,9006263,9070867,9154302,9269612
"1508","Population, total","SP.POP.TOTL","United Kingdom","GBR",57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,65128861,65595565
"1509","Population, total","SP.POP.TOTL","United States","USA",256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309338421,311644280,313993272,316234505,318622525,321039839,323405935
"1510","Population, total","SP.POP.TOTL","Uruguay","URY",3154855,3178155,3201607,3224804,3248035,3271010,3292138,3309318,3321245,3327103,3327773,3325637,3324096,3325612,3331043,3339741,3350824,3362755,3374415,3385624,3396777,3408005,3419546,3431552,3444006
"1511","Population, total","SP.POP.TOTL","Uzbekistan","UZB",21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900
"1512","Population, total","SP.POP.TOTL","Vanuatu","VUT",155243,159814,164208,168235,171801,174999,178078,181345,185063,189290,193956,198964,204143,209370,214634,219953,225340,230785,236295,241871,247485,253142,258850,264603,270402
"1513","Population, total","SP.POP.TOTL","Venezuela, RB","VEN",20799075,21263443,21726352,22188667,22650102,23110178,23569454,24028689,24488340,24948476,25408700,25868523,26327225,26784161,27239168,27691965,28141701,28587323,29028033,29463291,29893080,30317848,30738378,31155134,31568179
"1514","Population, total","SP.POP.TOTL","Vietnam","VNM",71130448,72560427,73925082,75198977,76372719,77453335,78452897,79391374,80285562,81139919,81956496,82747662,83527678,84308843,85094617,85889590,86707801,87565407,88472512,89436644,90451881,91497725,92544915,93571567,94569072
"1515","Population, total","SP.POP.TOTL","Virgin Islands (U.S.)","VIR",105712,106578,107318,107818,108095,108357,108537,108599,108642,108549,108510,108506,108467,108454,108371,108339,108399,108405,108358,108292,108191,108044,107884,107710,107510
"1516","Population, total","SP.POP.TOTL","West Bank and Gaza","PSE",2163591,2262676,2366298,2474666,2587997,2706518,2776568,2848431,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3596688,3702218,3811102,3927051,4046901,4169506,4294682,4422143,4551566
"1517","Population, total","SP.POP.TOTL","Yemen, Rep.","YEM",13325583,14017239,14692686,15320653,15889449,16408954,16896210,17378098,17874725,18390135,18919179,19462086,20017068,20582927,21160534,21751605,22356391,22974929,23606779,24252206,24909969,25576322,26246327,26916207,27584213
"1518","Population, total","SP.POP.TOTL","Zambia","ZMB",8452275,8669168,8896109,9137077,9394304,9666578,9950224,10239714,10531221,10824125,11120409,11421984,11731746,12052156,12383446,12725974,13082517,13456417,13850033,14264756,14699937,15153210,15620974,16100587,16591390
"1519","Population, total","SP.POP.TOTL","Zimbabwe","ZWE",10682868,10905756,11116948,11320346,11518262,11709997,11893272,12064537,12222251,12366165,12500525,12633897,12777511,12940032,13124267,13329909,13558469,13810599,14086317,14386649,14710826,15054506,15411675,15777451,16150362
"1520","CO2 emissions (kt)","EN.ATM.CO2E.KT","Afghanistan","AFG",1393.46,1345.789,1294.451,1243.113,1177.107,1096.433,1041.428,821.408,773.737,817.741,1070.764,1195.442,949.753,1327.454,1650.15,2273.54,4206.049,6769.282,8463.436,12240.446,10755.311,10014.577,9809.225,NA,NA
"1521","CO2 emissions (kt)","EN.ATM.CO2E.KT","Albania","ALB",2515.562,2335.879,1925.175,2086.523,2016.85,1543.807,1752.826,2984.938,3021.608,3223.293,3751.341,4294.057,4165.712,4253.72,3898.021,3927.357,4374.731,4378.398,4598.418,5240.143,4910.113,5064.127,5716.853,NA,NA
"1522","CO2 emissions (kt)","EN.ATM.CO2E.KT","Algeria","DZA",80138.618,82210.473,86416.522,95294.329,97098.493,87340.606,106999.393,92045.367,87861.32,84219.989,89907.506,91575.991,88510.379,107278.085,101069.854,109404.945,110208.018,121399.702,119177.5,121187.016,129987.816,134465.223,145400.217,NA,NA
"1523","CO2 emissions (kt)","EN.ATM.CO2E.KT","American Samoa","ASM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","CO2 emissions (kt)","EN.ATM.CO2E.KT","Andorra","AND",407.037,410.704,407.037,425.372,454.708,465.709,491.378,513.38,524.381,524.381,531.715,535.382,561.051,575.719,546.383,539.049,539.049,517.047,517.047,491.378,487.711,476.71,462.042,NA,NA
"1525","CO2 emissions (kt)","EN.ATM.CO2E.KT","Angola","AGO",5196.139,5775.525,3890.687,10975.331,10458.284,7381.671,7308.331,9156.499,9541.534,9732.218,12665.818,9064.824,18793.375,19156.408,22266.024,25151.953,25709.337,27792.193,29057.308,30340.758,33399.036,32617.965,34763.16,NA,NA
"1526","CO2 emissions (kt)","EN.ATM.CO2E.KT","Antigua and Barbuda","ATG",264.024,271.358,267.691,275.025,293.36,308.028,319.029,330.03,344.698,348.365,370.367,403.37,421.705,429.039,443.707,469.376,480.377,509.713,524.381,513.38,524.381,524.381,531.715,NA,NA
"1527","CO2 emissions (kt)","EN.ATM.CO2E.KT","Argentina","ARG",121352.031,117927.053,122408.127,127963.632,135000.605,138003.878,139815.376,146984.361,142136.587,133720.822,124714.67,135062.944,157589.325,162110.736,175436.614,175176.257,189107.19,179961.692,187919.082,191633.753,192356.152,189851.591,204024.546,NA,NA
"1528","CO2 emissions (kt)","EN.ATM.CO2E.KT","Armenia","ARM",5826.863,2555.899,2706.246,3410.31,2563.233,3234.294,3362.639,3014.274,3465.315,3542.322,3043.61,3428.645,3644.998,4352.729,4382.065,5064.127,5559.172,4360.063,4217.05,4917.447,5694.851,5496.833,5529.836,NA,NA
"1529","CO2 emissions (kt)","EN.ATM.CO2E.KT","Aruba","ABW",1463.133,1595.145,1613.48,1668.485,1690.487,1745.492,1796.83,1807.831,2379.883,2409.219,2438.555,2563.233,2618.238,2720.914,2717.247,2823.59,2658.575,2629.239,2508.228,2500.894,1349.456,861.745,872.746,NA,NA
"1530","CO2 emissions (kt)","EN.ATM.CO2E.KT","Australia","AUS",267984.36,277397.549,278119.948,281860.288,302164.467,305794.797,316883.805,325343.574,329443.28,324844.862,341353.696,336271.234,342699.485,350172.831,365346.877,372090.49,385904.079,394792.887,390861.863,391818.95,388126.281,372266.506,361261.839,NA,NA
"1531","CO2 emissions (kt)","EN.ATM.CO2E.KT","Austria","AUT",56658.817,57102.524,57054.853,59783.101,63178.743,62658.029,63662.787,61869.624,62283.995,65888.656,67073.097,72195.896,72390.247,74216.413,72162.893,69735.339,69027.608,62731.369,67502.136,65019.577,62272.994,62485.68,58712.337,NA,NA
"1532","CO2 emissions (kt)","EN.ATM.CO2E.KT","Azerbaijan","AZE",56240.779,48452.071,41976.149,33333.03,31257.508,29809.043,31675.546,28576.931,29508.349,28771.282,29614.692,30615.783,32089.917,34337.788,39167.227,30509.44,35503.894,31902.9,30678.122,33446.707,35555.232,35643.24,37487.741,NA,NA
"1533","CO2 emissions (kt)","EN.ATM.CO2E.KT","Bahamas, The","BHS",1793.163,1701.488,1686.82,1683.153,1668.485,1364.124,1679.486,1675.819,1668.485,1569.476,1576.81,1518.138,1723.49,1741.825,1664.818,1690.487,1496.136,1642.816,1653.817,1866.503,1969.179,2801.588,2416.553,NA,NA
"1534","CO2 emissions (kt)","EN.ATM.CO2E.KT","Bahrain","BHR",10901.991,14642.331,14789.011,14818.347,15621.42,17319.241,18404.673,18019.638,18643.028,13927.266,15698.427,16468.497,17509.925,19207.746,18830.045,26846.107,29768.706,28217.565,29266.327,28650.271,26673.758,31312.513,31338.182,NA,NA
"1535","CO2 emissions (kt)","EN.ATM.CO2E.KT","Bangladesh","BGD",17748.28,17407.249,18969.391,22816.074,24029.851,25063.945,24048.186,25236.294,27869.2,32456.617,33707.064,35672.576,37704.094,39478.922,43541.958,44381.701,49511.834,53736.218,59937.115,63413.431,67505.803,69709.67,73189.653,NA,NA
"1536","CO2 emissions (kt)","EN.ATM.CO2E.KT","Barbados","BRB",979.089,1114.768,748.068,828.742,850.744,902.082,1140.437,1210.11,1188.108,1221.111,1228.445,1268.782,1294.451,1353.123,1371.458,1364.124,1620.814,1617.147,1477.801,1529.139,1470.467,1448.465,1272.449,NA,NA
"1537","CO2 emissions (kt)","EN.ATM.CO2E.KT","Belarus","BLR",87417.613,76768.645,65056.247,60773.191,60164.469,59555.747,58099.948,56112.434,53787.556,52760.796,52405.097,53530.866,58158.62,59167.045,62071.309,60523.835,63105.403,61220.565,63043.064,64062.49,63222.747,63769.13,63497.772,NA,NA
"1538","CO2 emissions (kt)","EN.ATM.CO2E.KT","Belgium","BEL",111968.178,107652.119,112334.878,112327.544,118059.065,115341.818,118374.427,114260.053,115118.131,114527.744,107311.088,112914.264,111102.766,108510.197,107072.733,103545.079,104443.494,99863.411,110824.074,99944.085,95107.312,96970.148,93350.819,NA,NA
"1539","CO2 emissions (kt)","EN.ATM.CO2E.KT","Belize","BLZ",355.699,377.701,374.034,377.701,308.028,388.702,370.367,348.365,396.036,447.374,432.706,432.706,392.369,421.705,443.707,476.71,436.373,586.72,539.049,601.388,476.71,513.38,495.045,NA,NA
"1540","CO2 emissions (kt)","EN.ATM.CO2E.KT","Benin","BEN",898.415,1133.103,1265.115,1327.454,1265.115,1217.444,1213.777,1562.142,1598.812,1815.165,2079.189,2354.214,2508.228,2394.551,3872.352,4495.742,4411.401,4660.757,5089.796,5295.148,5471.164,5812.195,6318.241,NA,NA
